mission_id	3	quest_id	m_clear	desc
1910700100100	3	19107001001	l/DoSan_SecretDeal/>1=e	도산지옥의 진광대왕을 찾아가기.
1910700100200	3	19107001002	l/DoSan_SecretDeal/>2=e	노호차사를 찾아가 특별한 숫돌에 대해 묻는다.
1910700100300	3	19107001003	i/지옥석/>29	0
1910700100400	3	19107001004	l/DoSan_SecretDeal/>4=e	무뎌진칼 수리
1910700100500	3	19107001005	l/DoSan_SecretDeal/=e	진광대왕에게 은밀한 거래에 대해 보고한다.
1910700100600	3	19107001006	l/GeomSu_Maze/=1=e	염라대왕을 찾아간다.
1910700100700	3	19107001007	l/GeomSu_Maze/>1=e	오관대왕을 찾아가 첫번째 시험에 대한 설명을 듣는다.
1910700100800	3	19107001008	l/GeomSu_Maze/>3=e	미로속에서 미로의 증표를 찾아나와라.
1910700100900	3	19107001009	l/GeomSu_Maze/=e	미로의증표를 오관대왕에게 가져간다.
1910700101000	3	19107001010	l/HwaTang_Thief/=1=e	염라대왕을 찾아간다.
1910700101100	3	19107001011	l/HwaTang_Thief/>1=e	초강대왕을 찾아가 두번째 시험에 대한 설명을 듣는다.
1910700101200	3	19107001012	l/HwaTang_Thief/>2=e	도척과의 결투
1910700101300	3	19107001013	l/HwaTang_Thief/>3=e	도척과의 결투에 대해 초강대왕에게 보고 한다.
1910700101400	3	19107001014	l/DokSa_Threat/=1=e	염라대왕을 찾아간다.
1910700101500	3	19107001015	l/DokSa_Threat/>1=e	변성대왕을 찾아가 세번째 시험에 대한 설명을 듣는다.
1910700101600	3	19107001016	l/Doksa_Capture/>29	지옥독사 30마리 생포
1910700101700	3	19107001017	l/DokSa_Threat/=e	생포한 지옥독사를 변성대왕에게 보여준다.
1910700101800	3	19107001018	l/HanBing_MeltingIce/=1=e	염라대왕을 찾아간다.
1910700101900	3	19107001019	l/HanBing_MeltingIce/>1=e	염라대왕에게 한빙지옥에 대해 조사하라는 명령을 받는다.
1910700102000	3	19107001020	l/HanBing_MeltingIce/>2=e	송제대왕을 찾아가 얼음이 녹아내리는 것에 대해 묻는다.
1910700102100	3	19107001021	l/HanBing_MeltingIce/>3=e	추위에떠는 한빙귀를 만나 정보를 얻는다.
1910700102200	3	19107001022	l/HanBing_MeltingIce/>4=e	자리비운 송제대왕의 뒤를 밟는다.
1910700102300	3	19107001023	l/HanBing_MeltingIce/=e	지옥국방문서를 찾아라.
1910700102400	3	19107001024	l/PungDo_Conspiracy/=1=e	염라대왕과 다시 이야기 한다.
1910700102500	3	19107001025	l/PungDo_Conspiracy/>1=e	풍도차사를 찾아가 정보를 얻는다.
1910700102600	3	19107001026	i/수상한돌조각/>199	0
1910700102700	3	19107001027	l/PungDo_Conspiracy/>3=e	진미차사를 찾아가 수상한 돌조각에 대해 묻는다.
1910700102800	3	19107001028	l/PungDo_Conspiracy/>4=e	염라대왕을 찾아가 부조진판관이 음모와 연관되어 있는 사실을 알린다.
1910700102900	3	19107001029	l/PungDo_Conspiracy/>5=e	석조차사를 찾아가 수상한 돌조각에 대해 자세하게 묻는다.
1910700103000	3	19107001030	l/PungDo_Conspiracy/=e	염라대왕을 찾아가 석조차사에게 들었던 이야기를 전한다.
1910700103100	3	19107001031	l/CheolSang_Alliance/=1	염라대왕과 다시 이야기 한다.
1910700103200	3	19107001032	l/CheolSang_Alliance/>1=e	평등대왕을 찾아가 이야기 한다.
1910700103300	3	19107001033	l/CheolSang_Alliance/>2=e	바유 물리치기.
1910700103400	3	19107001034	l/CheolSang_Alliance/>3=e	평등대왕에게 돌아가 바유를 무찌른 것에 대해 이야기한다.
1910700103500	3	19107001035	l/CheolSang_Alliance/>4=e	초강대왕을 찾아가 화탕지옥의 불을 빌린다.
1910700103600	3	19107001036	l/CheolSang_Alliance/>5=e	아그니 물리치기.
1910700103700	3	19107001037	l/CheolSang_Alliance/>6=e	한빙수레 얻기.
1910700103800	3	19107001038	l/CheolSang_Alliance/>7=e	한빙수레에 화탕지옥의 불 담기.
1910700103900	3	19107001039	l/CheolSang_Alliance/=e	불 실은 한빙수레를 평등대왕에게 가져다 준다.
1910700104000	3	19107001040	l/GeoHe_Ready/>1=e	염라대왕을 찾아간다.
1910700104100	3	19107001041	l/GeoHe_Ready/>1=e	태산대왕을 찾아가 방어구 , 무기 제작에 관해 이야기한다.
1910700104200	3	19107001042	i/거해철덩이/>99	0
1910700104300	3	19107001043	l/GeoHe_Ready/>3=e	태산대왕과 이야기 한다.
1910700104400	3	19107001044	l/GeoHe_Ready/>4=e	바루나를 뒤쫒아야 한다.
1910700104500	3	19107001045	l/GeoHe_Ready/=e	바루나를 물리쳐 되찾은 방어구와 무기를 태산대왕에게 전달한다.
1910700104600	3	19107001046	l/HeukAm_Meeting/>1=e	염라대왕을 찾아가 이야기 한다.
1910700104700	3	19107001047	l/HeukAm_Meeting/>1=e	전륜대왕을 찾아가 염라대왕과 함께 아수라의 침략을 대비한 전략을 상의한다.
1910700104800	3	19107001048	i/영혼의기름/>9	0
1910700104900	3	19107001049	l/HeukAm_Meeting/=e	영혼의기름을 붓는다.
1910700105000	3	19107001050	l/BalSeol_War/>1=e	염라대왕을 찾아가 이야기 한다.
1910700105100	3	19107001051	l/BalSeol_War/>1=e	전방이원차사를 찾아가 아수군의 동태를 살핀다.
1910700105200	3	19107001052	l/BalSeol_War/>2=e	위급한 상황을 염라대왕에게 알려야 한다.
1910700105300	3	19107001053	l/BalSeol_War/>3=e	지옥전쟁터-후방으로가 상황을 살핀다.
1910700105400	3	19107001054	l/BalSeol_War/>4=e	염라대왕을 찾아가 지옥전쟁터-후방의 상황을 알린다.
1910700105500	3	19107001055	l/BalSeol_War/>5=e	바리 물리치기
1910700105600	3	19107001056	l/BalSeol_War/>6=e	바리를 무찌른 사실을 염라대왕에게 보고한다.
1910700105700	3	19107001057	l/BalSeol_War/>7=e	지옥전쟁터-후방으로가 이원차사를 만난다.
1910700105800	3	19107001058	l/BalSeol_War/>8=e	마르투스를 물리친다.
1910700105900	3	19107001059	l/BalSeol_War/>9=e	아수라를 물리친다.
1910700106000	3	19107001060	l/Hell_Complete	염라대왕을 찾아간다.
1920400100000	3	19204001000	l/BHell_mchasa/0/>1	명부차사의서신전달
1920400200000	3	19204002000	l/issu_pepero/>1	원하는 요리의 재료를 모으자
1920990100100	3	19209901001	k/분노한지옥수문장/0/>0	0
1920990100200	3	19209901002	k/분노한감옥수문장/0/>0	0
1920990100300	3	19209901003	l/BHell_hamyoun/0/>2	낡은족자전달
1920990200000	3	19209902000	i/독사귀영혼/0/>19	0
1921000100100	3	19210001001	i/거대한뱀비늘	0
1921000100200	3	19210001002	k/마하데비/0/>0	0
1921000100300	3	19210001003	l/BHell_mahadevi/0/>2	변성대왕에게 보고
1921000200000	3	19210002000	k/마히샤/0/>0	0
1921000300100	3	19210003001	l/BHell_river/0/=2	삼도천가기
1921000300200	3	19210003002	i/호박	0
1921000300201	3	19210003002	i/빨간시약/0/>2	0
1921000300300	3	19210003003	l/BHell_river/0/>3	지옥배타기
1921000300400	3	19210003004	k/포악한지옥뱃사공/0/>0	0
1921000300500	3	19210003005	l/BHell_river/0/=6	영혼해방시키기
1922000100100	3	19220001001	l/BHell_ginara/0/=2	흉폭해진 긴나라 만나기
1922000100200	3	19220001002	i/마히샤의힘줄	0
1922000100300	3	19220001003	l/BHell_ginara/0/>3	긴나라의서신전달
1923000100100	3	19230001001	l/BHell_sukra/0/>1	수크라찾기
1923000100200	3	19230001002	k/락샤샤/0/>19	0
1923000100201	3	19230001002	k/락시시/0/>19	0
1923000100300	3	19230001003	l/BHell_sukra/0/>2	영혼의구슬 전달
1924000100100	3	19240001001	i/가루다의깃	0
1924000100200	3	19240001002	i/지옥비누	0
1924000100300	3	19240001003	i/무덤의쑥/0/>4	0
1924000100301	3	19240001003	i/정화의약초/0/>4	0
1924000100400	3	19240001004	l/BHell_scanda/0/>4	가루다의깃 받기
1924000100500	3	19240001005	l/BHell_scanda/0/>5	스칸다의약속 받기
1924000100600	3	19240001006	l/BHell_scanda/0/=7	도시대왕에게 알리기
1924000200100	3	19240002001	i/라후의인형왼팔	0
1924000200101	3	19240002001	i/라후의인형오른팔	0
1924000200102	3	19240002001	i/라후의인형왼발	0
1924000200103	3	19240002001	i/라후의인형오른발	0
1924000200104	3	19240002001	i/라후의인형몸통	0
1924000200200	3	19240002002	k/완성된라후/0/>0	0
1924000300100	3	19240003001	k/부정한계약자/0/>0	0
1924000300200	3	19240003002	k/시따의심장/0/>0	0
1924000400100	3	19240004001	i/만월의거울'궁	0
1924000400201	3	19240004002	i/만월의거울'상	0
1924000400202	3	19240004002	i/만월의거울'각	0
1924000400203	3	19240004002	i/만월의거울'치	0
1924000400204	3	19240004002	i/만월의거울'우	0
1924000500100	3	19240005001	i/작약가루	0
1924000500101	3	19240005001	i/거미의이빨	0
1924000500102	3	19240005001	i/오도독망고과편	0
1924000500200	3	19240005002	i/무덤의쑥/0/>4	0
1924000500300	3	19240005003	l/BHell_cook/0/>4	선약전달
1924000600100	3	19240006001	k/지옥아귀/0/>19	0
1924000600200	3	19240006002	k/거대뱀	0
1930400100100	3	19304001001	k/하리티/0/>0	0
1930400100200	3	19304001002	0	지옥 내의 관리차사를 만나라.
1930400100300	3	19304001003	0	염라대왕의 방에 있는 차사관리인을 찾아라.
1930400100400	3	19304001004	0	수미산의 영매를 찾아라.
1930400100500	3	19304001005	0	하리티에게 가서 이야기를 듣는다.
1930400100600	3	19304001006	0	영매에게 들은 내용을 이야기한다.
1930400100701	3	19304001007	i/사향노루의뿔/0/>9	0
1930400100702	3	19304001007	i/숲돼지고기/0/>19	0
1930400100703	3	19304001007	i/사향낭/0/>9	0
1930990100100	3	19309901001	0	오관대왕 옆에 있는 검수차사와 이야기한다.
1930990100200	3	19309901002	k/기르티무카/0/>0	0
1930990100300	3	19309901003	0	검수차사에게 돌아간다.
1930990100400	3	19309901004	0	오관대왕에과 이야기 해 보자.
1930990200100	3	19309902001	0	화탕지옥현장감독을 찾는다.
1930990200200	3	19309902002	0	화탕지옥 내부의 샹샹의 수하를 잡아야 한다.
1930990200300	3	19309902003	i/지옥석탄탈취계획서/0/>0	0
1930990200400	3	19309902004	k/샹샹/0/>0	0
1930990200500	3	19309902005	0	현장감독에게 돌아간다.
1930990200600	3	19309902006	0	화탕차사에게 돌아간다.
1930990200700	3	19309902007	0	초강대왕과 이야기 해 보자.
1930990300100	3	19309903001	0	한빙지옥 내부의 악마를 찾아 조사한다.
1930990300200	3	19309903002	0	한빙차사에게 보고한다.
1930990300300	3	19309903003	k/카르타비리아/0/>0	0
1930990300400	3	19309903004	0	결과를 한빙차사에게 보고한다.
1931000100100	3	19310001001	0	발설지옥 내부의 형 집행자를 찾아라.
1931000100200	3	19310001002	0	지옥 내부의 노호차사를 찾아라.
1931000100301	3	19310001003	i/지옥석탄/0/>49	0
1931000100302	3	19310001003	i/지옥나무판자/0/>29	0
1931000100303	3	19310001003	i/신작약주/0/>0	0
1931000100400	3	19310001004	0	지옥강철톱을 가지고 형집행자에게 돌아간다.
1931000100500	3	19310001005	0	지옥강철톱으로 마히샤의 뿔을 잘라라.
1931000100600	3	19310001006	0	형집행자와 다시 이야기를 해 본다.
1931000100700	3	19310001007	0	발설차사에게 이야기를 한다.
1932000100100	3	19320001001	0	독사차사와 이야기한다.
1932000100200	3	19320001002	i/수상한솥단지용액병/0/>0	0
1932000100300	3	19320001003	k/아난타/0/>0	0
1932000100400	3	19320001004	0	독사차사에게 이야기를 한다.
1932000100500	3	19320001005	0	변성대왕에게 보고한다.
1933000100100	3	19330001001	i/거해지옥공격계획서/>0	0
1933000100200	3	19330001002	k/락샤량고/0/>0,k/락시링고/0/>0	0
1933000100300	3	19330001003	0	태산대왕과 이야기 한다.
1934000100100	3	19340001001	k/수르파나차/0/>0	0
1934000100200	3	19340001002	0	풍도지옥차사와 이야기한다.
